timestamp,rain,temperature,snowfall,traffic_volume,road_id,borough,rush_hour,heavy_rain,temp_range,any_precipitation
2024-01-06 00:00:00,0.0,32.7335,0.0,9,METROPOLITAN AVENUE_WB,Brooklyn,0,0,cold,0
2024-01-06 00:00:00,0.0,32.7335,0.0,5,9 AVENUE_SB,Manhattan,0,0,cold,0
2024-01-06 00:00:00,0.0,32.7335,0.0,32,BROADWAY_NB,Queens,0,0,cold,0
2024-01-06 00:00:00,0.0,32.7335,0.0,61,BROADWAY_SB,Queens,0,0,cold,0
2024-01-06 00:00:00,0.0,32.7335,0.0,5,GRAND AVENUE_EB,Queens,0,0,cold,0
2024-01-06 01:00:00,0.0,31.2935,0.0,10,METROPOLITAN AVENUE_WB,Brooklyn,0,0,freezing,0
2024-01-06 01:00:00,0.0,31.2935,0.0,3,9 AVENUE_SB,Manhattan,0,0,freezing,0
2024-01-06 01:00:00,0.0,31.2935,0.0,23,BROADWAY_NB,Queens,0,0,freezing,0
2024-01-06 01:00:00,0.0,31.2935,0.0,51,BROADWAY_SB,Queens,0,0,freezing,0
2024-01-06 01:00:00,0.0,31.2935,0.0,2,GRAND AVENUE_EB,Queens,0,0,freezing,0
2024-01-06 02:00:00,0.0,30.5735,0.0,13,METROPOLITAN AVENUE_WB,Brooklyn,0,0,freezing,0
2024-01-06 02:00:00,0.0,30.5735,0.0,2,9 AVENUE_SB,Manhattan,0,0,freezing,0
2024-01-06 02:00:00,0.0,30.5735,0.0,21,BROADWAY_NB,Queens,0,0,freezing,0
2024-01-06 02:00:00,0.0,30.5735,0.0,31,BROADWAY_SB,Queens,0,0,freezing,0
2024-01-06 02:00:00,0.0,30.5735,0.0,9,GRAND AVENUE_EB,Queens,0,0,freezing,0
2024-01-06 03:00:00,0.0,30.213501,0.0,9,METROPOLITAN AVENUE_WB,Brooklyn,0,0,freezing,0
2024-01-06 03:00:00,0.0,30.213501,0.0,0,9 AVENUE_SB,Manhattan,0,0,freezing,0
2024-01-06 03:00:00,0.0,30.213501,0.0,14,BROADWAY_NB,Queens,0,0,freezing,0
2024-01-06 03:00:00,0.0,30.213501,0.0,36,BROADWAY_SB,Queens,0,0,freezing,0
2024-01-06 03:00:00,0.0,30.213501,0.0,8,GRAND AVENUE_EB,Queens,0,0,freezing,0
2024-01-06 04:00:00,0.0,29.9435,0.0,10,METROPOLITAN AVENUE_WB,Brooklyn,0,0,freezing,0
2024-01-06 04:00:00,0.0,29.9435,0.0,2,9 AVENUE_SB,Manhattan,0,0,freezing,0
2024-01-06 04:00:00,0.0,29.9435,0.0,21,BROADWAY_NB,Queens,0,0,freezing,0
2024-01-06 04:00:00,0.0,29.9435,0.0,36,BROADWAY_SB,Queens,0,0,freezing,0
2024-01-06 04:00:00,0.0,29.9435,0.0,9,GRAND AVENUE_EB,Queens,0,0,freezing,0
2024-01-06 05:00:00,0.0,28.9535,0.0,9,METROPOLITAN AVENUE_WB,Brooklyn,0,0,freezing,0
2024-01-06 05:00:00,0.0,28.9535,0.0,8,9 AVENUE_SB,Manhattan,0,0,freezing,0
2024-01-06 05:00:00,0.0,28.9535,0.0,15,BROADWAY_NB,Queens,0,0,freezing,0
2024-01-06 05:00:00,0.0,28.9535,0.0,29,BROADWAY_SB,Queens,0,0,freezing,0
2024-01-06 05:00:00,0.0,28.9535,0.0,10,GRAND AVENUE_EB,Queens,0,0,freezing,0
2024-01-06 06:00:00,0.0,28.2335,0.0,19,METROPOLITAN AVENUE_WB,Brooklyn,0,0,freezing,0
2024-01-06 06:00:00,0.0,28.2335,0.0,19,9 AVENUE_SB,Manhattan,0,0,freezing,0
2024-01-06 06:00:00,0.0,28.2335,0.0,23,BROADWAY_NB,Queens,0,0,freezing,0
2024-01-06 06:00:00,0.0,28.2335,0.0,27,BROADWAY_SB,Queens,0,0,freezing,0
2024-01-06 06:00:00,0.0,28.2335,0.0,20,GRAND AVENUE_EB,Queens,0,0,freezing,0
2024-01-06 07:00:00,0.0,26.2535,0.0,15,METROPOLITAN AVENUE_WB,Brooklyn,1,0,freezing,0
2024-01-06 07:00:00,0.0,26.2535,0.0,65,9 AVENUE_SB,Manhattan,1,0,freezing,0
2024-01-06 07:00:00,0.0,26.2535,0.0,24,BROADWAY_NB,Queens,1,0,freezing,0
2024-01-06 07:00:00,0.0,26.2535,0.0,54,BROADWAY_SB,Queens,1,0,freezing,0
2024-01-06 07:00:00,0.0,26.2535,0.0,30,GRAND AVENUE_EB,Queens,1,0,freezing,0
2024-01-06 08:00:00,0.0,26.8835,0.0,21,METROPOLITAN AVENUE_WB,Brooklyn,1,0,freezing,0
2024-01-06 08:00:00,0.0,26.8835,0.0,14,9 AVENUE_SB,Manhattan,1,0,freezing,0
2024-01-06 08:00:00,0.0,26.8835,0.0,42,BROADWAY_NB,Queens,1,0,freezing,0
2024-01-06 08:00:00,0.0,26.8835,0.0,45,BROADWAY_SB,Queens,1,0,freezing,0
2024-01-06 08:00:00,0.0,26.8835,0.0,43,GRAND AVENUE_EB,Queens,1,0,freezing,0
2024-01-06 09:00:00,0.0,26.4335,0.0,31,METROPOLITAN AVENUE_WB,Brooklyn,1,0,freezing,0
2024-01-06 09:00:00,0.0,26.4335,0.0,21,9 AVENUE_SB,Manhattan,1,0,freezing,0
2024-01-06 09:00:00,0.0,26.4335,0.0,63,BROADWAY_NB,Queens,1,0,freezing,0
2024-01-06 09:00:00,0.0,26.4335,0.0,64,BROADWAY_SB,Queens,1,0,freezing,0
2024-01-06 09:00:00,0.0,26.4335,0.0,69,GRAND AVENUE_EB,Queens,1,0,freezing,0
2024-01-06 10:00:00,0.0,27.0635,0.0,30,METROPOLITAN AVENUE_WB,Brooklyn,0,0,freezing,0
2024-01-06 10:00:00,0.0,27.0635,0.0,12,9 AVENUE_SB,Manhattan,0,0,freezing,0
2024-01-06 10:00:00,0.0,27.0635,0.0,75,BROADWAY_NB,Queens,0,0,freezing,0
2024-01-06 10:00:00,0.0,27.0635,0.0,79,BROADWAY_SB,Queens,0,0,freezing,0
2024-01-06 10:00:00,0.0,27.0635,0.0,75,GRAND AVENUE_EB,Queens,0,0,freezing,0
2024-01-06 11:00:00,0.0,27.0635,0.0,29,METROPOLITAN AVENUE_WB,Brooklyn,0,0,freezing,0
2024-01-06 11:00:00,0.0,27.0635,0.0,12,9 AVENUE_SB,Manhattan,0,0,freezing,0
2024-01-06 11:00:00,0.0,27.0635,0.0,66,BROADWAY_NB,Queens,0,0,freezing,0
2024-01-06 11:00:00,0.0,27.0635,0.0,72,BROADWAY_SB,Queens,0,0,freezing,0
2024-01-06 11:00:00,0.0,27.0635,0.0,78,GRAND AVENUE_EB,Queens,0,0,freezing,0
2024-01-06 12:00:00,0.0,27.8735,0.0,30,METROPOLITAN AVENUE_WB,Brooklyn,0,0,freezing,0
2024-01-06 12:00:00,0.0,27.8735,0.0,19,9 AVENUE_SB,Manhattan,0,0,freezing,0
2024-01-06 12:00:00,0.0,27.8735,0.0,61,BROADWAY_NB,Queens,0,0,freezing,0
2024-01-06 12:00:00,0.0,27.8735,0.0,70,BROADWAY_SB,Queens,0,0,freezing,0
2024-01-06 12:00:00,0.0,27.8735,0.0,105,GRAND AVENUE_EB,Queens,0,0,freezing,0
2024-01-06 13:00:00,0.0,28.5935,0.0,25,METROPOLITAN AVENUE_WB,Brooklyn,0,0,freezing,0
2024-01-06 13:00:00,0.0,28.5935,0.0,19,9 AVENUE_SB,Manhattan,0,0,freezing,0
2024-01-06 13:00:00,0.0,28.5935,0.0,59,BROADWAY_NB,Queens,0,0,freezing,0
2024-01-06 13:00:00,0.0,28.5935,0.0,78,BROADWAY_SB,Queens,0,0,freezing,0
2024-01-06 13:00:00,0.0,28.5935,0.0,94,GRAND AVENUE_EB,Queens,0,0,freezing,0
2024-01-06 14:00:00,0.0,31.1135,0.0,24,METROPOLITAN AVENUE_WB,Brooklyn,0,0,freezing,0
2024-01-06 14:00:00,0.0,31.1135,0.0,17,9 AVENUE_SB,Manhattan,0,0,freezing,0
2024-01-06 14:00:00,0.0,31.1135,0.0,66,BROADWAY_NB,Queens,0,0,freezing,0
2024-01-06 14:00:00,0.0,31.1135,0.0,73,BROADWAY_SB,Queens,0,0,freezing,0
2024-01-06 14:00:00,0.0,31.1135,0.0,91,GRAND AVENUE_EB,Queens,0,0,freezing,0
2024-01-06 15:00:00,0.0,33.7235,0.0,24,METROPOLITAN AVENUE_WB,Brooklyn,0,0,cold,0
2024-01-06 15:00:00,0.0,33.7235,0.0,63,9 AVENUE_SB,Manhattan,0,0,cold,0
2024-01-06 15:00:00,0.0,33.7235,0.0,71,BROADWAY_NB,Queens,0,0,cold,0
2024-01-06 15:00:00,0.0,33.7235,0.0,67,BROADWAY_SB,Queens,0,0,cold,0
2024-01-06 15:00:00,0.0,33.7235,0.0,98,GRAND AVENUE_EB,Queens,0,0,cold,0
2024-01-06 16:00:00,0.0,33.8135,0.0,49,METROPOLITAN AVENUE_WB,Brooklyn,1,0,cold,0
2024-01-06 16:00:00,0.0,33.8135,0.0,28,9 AVENUE_SB,Manhattan,1,0,cold,0
2024-01-06 16:00:00,0.0,33.8135,0.0,70,BROADWAY_NB,Queens,1,0,cold,0
2024-01-06 16:00:00,0.0,33.8135,0.0,78,BROADWAY_SB,Queens,1,0,cold,0
2024-01-06 16:00:00,0.0,33.8135,0.0,70,GRAND AVENUE_EB,Queens,1,0,cold,0
2024-01-06 17:00:00,0.0,34.9835,0.0,33,METROPOLITAN AVENUE_WB,Brooklyn,1,0,cold,0
2024-01-06 17:00:00,0.0,34.9835,0.0,18,9 AVENUE_SB,Manhattan,1,0,cold,0
2024-01-06 17:00:00,0.0,34.9835,0.0,67,BROADWAY_NB,Queens,1,0,cold,0
2024-01-06 17:00:00,0.0,34.9835,0.0,61,BROADWAY_SB,Queens,1,0,cold,0
2024-01-06 17:00:00,0.0,34.9835,0.0,71,GRAND AVENUE_EB,Queens,1,0,cold,0
2024-01-06 18:00:00,0.0,36.4235,0.0,27,METROPOLITAN AVENUE_WB,Brooklyn,1,0,cold,0
2024-01-06 18:00:00,0.0,36.4235,0.0,13,9 AVENUE_SB,Manhattan,1,0,cold,0
2024-01-06 18:00:00,0.0,36.4235,0.0,65,BROADWAY_NB,Queens,1,0,cold,0
2024-01-06 18:00:00,0.0,36.4235,0.0,64,BROADWAY_SB,Queens,1,0,cold,0
2024-01-06 18:00:00,0.0,36.4235,0.0,75,GRAND AVENUE_EB,Queens,1,0,cold,0
2024-01-06 19:00:00,0.0,36.6035,0.0,27,METROPOLITAN AVENUE_WB,Brooklyn,1,0,cold,0
2024-01-06 19:00:00,0.0,36.6035,0.0,9,9 AVENUE_SB,Manhattan,1,0,cold,0
2024-01-06 19:00:00,0.0,36.6035,0.0,81,BROADWAY_NB,Queens,1,0,cold,0
2024-01-06 19:00:00,0.0,36.6035,0.0,70,BROADWAY_SB,Queens,1,0,cold,0
2024-01-06 19:00:00,0.0,36.6035,0.0,69,GRAND AVENUE_EB,Queens,1,0,cold,0
2024-01-06 20:00:00,0.0,36.4235,0.0,10,METROPOLITAN AVENUE_WB,Brooklyn,0,0,cold,0
2024-01-06 20:00:00,0.0,36.4235,0.0,12,9 AVENUE_SB,Manhattan,0,0,cold,0
2024-01-06 20:00:00,0.0,36.4235,0.0,62,BROADWAY_NB,Queens,0,0,cold,0
2024-01-06 20:00:00,0.0,36.4235,0.0,63,BROADWAY_SB,Queens,0,0,cold,0
2024-01-06 20:00:00,0.0,36.4235,0.0,56,GRAND AVENUE_EB,Queens,0,0,cold,0
2024-01-06 21:00:00,0.0,33.7235,0.13779527,21,METROPOLITAN AVENUE_WB,Brooklyn,0,0,cold,1
2024-01-06 21:00:00,0.0,33.7235,0.13779527,10,9 AVENUE_SB,Manhattan,0,0,cold,1
2024-01-06 21:00:00,0.0,33.7235,0.13779527,57,BROADWAY_NB,Queens,0,0,cold,1
2024-01-06 21:00:00,0.0,33.7235,0.13779527,49,BROADWAY_SB,Queens,0,0,cold,1
2024-01-06 21:00:00,0.0,33.7235,0.13779527,37,GRAND AVENUE_EB,Queens,0,0,cold,1
